"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/GM-0361","Chain Home - Tannach","Chain Home site","Highland","58.40517","-3.16529","ND 3200 4690","ND39","KW1 5SF","IO88KJ"
"B/GM-0362","Chain Home - Whale Head","Chain Home site","Orkney Islands","59.30083","-2.424919","HY 7590 4612","HY74","KW17 2BP","IO89SH"
"B/GM-0363","1950s War Room Edinburgh (East Kilbridge) - Region 11","Civil Defence","South Lanarkshire","55.75486","-4.165335","NS 6420 5340","NS65","G75 0QR","IO75WS"
"B/GM-0364","1950s War Room Edinburgh (Kirknewton) - Region 11","Civil Defence","West Lothian","55.900082","-3.437691","NT 1020 6837","NT16","EH53 0PX","IO85GV"
"B/GM-0365","1980s RGHQ - Scotland Central - Region 1 - Cultybraggen","Civil Defence","Perth and Kinross","56.358035","-3.995543","NN 7680 2020","NN72","PH6 2AB","IO86AI"
"B/GM-0366","1980s RGHQ - Scotland North - Region 1 - Anstruther","Civil Defence","Fife","56.270499","-2.698414","NO 5680 0880","NO50","KY10 3LE","IO86PG"
"B/GM-0367","ROTOR Radar - Aird Uig (WIU)","ROTOR Radar site","Na h-Eileanan Siar","58.240311","-7.034013","NB 0470 3900","NB03","HS2 9JA","IO68LF"
"B/GM-0368","ROTOR Radar - Anstruther (FAT)","ROTOR Radar site","Fife","56.270499","-2.698414","NO 5680 0880","NO50","KY10 3LE","IO86PG"
"B/GM-0369","ROTOR Radar - Barnton Quarry (MHA)","ROTOR Radar site","City of Edinburgh","55.959578","-3.278149","NT 2030 7480","NT27","EH4 7BN","IO85IX"
"B/GM-0370","ROTOR Radar - Buchan (GBU)","ROTOR Radar site","Aberdeenshire","57.457355","-1.813326","NK 1130 4080","NK14","AB42 0NZ","IO97CK"
"B/GM-0371","ROTOR Radar - Crosslaw (HCV)","ROTOR Radar site","Scottish Borders","55.904959","-2.193505","NT 8800 6800","NT86","TD14 5UA","IO85VV"
"B/GM-0372","ROTOR Radar - Faraid Head (RAI)","ROTOR Radar site","Highland","58.600576","-4.774156","NC 3890 7140","NC37","IV27 4PX","IO78OO"
"B/GM-0373","ROTOR Radar - Gailes (FUL)","ROTOR Radar site","North Ayrshire","55.589711","-4.656245","NS 3270 3610","NS33","KA11 5AE","IO75QO"
"B/GM-0374","ROTOR Radar - Inverbervie (LGZ)","ROTOR Radar site","Aberdeenshire","56.851762","-2.262315","NO 8410 7340","NO87","DD10 0SX","IO86UU"
"B/GM-0375","ROTOR Radar - Kilchiaran (ECK)","ROTOR Radar site","Argyll and Bute","55.766852","-6.454594","NR 2070 6160","NR26","PA49 7UY","IO65SS"
"B/GM-0376","ROTOR Radar - Saxa Vord (AXA)","ROTOR Radar site","Shetland Islands","60.826391","-0.845183","HP 6290 1650","HP61","ZE2 9EQ","IP90NT"
"B/GM-0377","ROTOR Radar - Scarinish (FLY)","ROTOR Radar site","Argyll and Bute","56.508512","-6.82607","NM 0320 4560","NM04","PA77 6TN","IO66OM"
"B/GM-0378","ROTOR Radar - Wick (IKA)","ROTOR Radar site","Highland","58.466322","-3.157028","ND 3260 5370","ND35","KW1 4TB","IO88KL"
"B/GM-0379","Airbattle HQ - Wigtown","WW2 Airbattle HQ","Dumfries and Galloway","54.851517","-4.451221","NX 4273 5350","NX45","DG8 9AG","IO74SU"
"B/GM-0380","Airbattle HQ - Annan","WW2 Airbattle HQ","Dumfries and Galloway","55.018464","-3.224411","NY 2181 7001","NY27","DG12 6RF","IO85JA"
"B/GM-0381","Airbattle HQ - Ayr","WW2 Airbattle HQ","South Ayrshire","55.484375","-4.584249","NS 3680 2421","NS32","KA6 5HQ","IO75QL"
"B/GM-0382","Airbattle HQ - Castle Kennedy","WW2 Airbattle HQ","Dumfries and Galloway","54.894245","-4.939822","NX 1157 5946","NX15","DG9 8SQ","IO74MV"
"B/GM-0383","Airbattle HQ - Castletown","WW2 Airbattle HQ","Highland","58.57525","-3.352526","ND 2144 6604","ND26","KW14 8TB","IO88HN"
"B/GM-0384","Airbattle HQ - Dalcross","WW2 Airbattle HQ","Highland","57.536961","-4.060902","NH 7672 5152","NH75","IV2 7BL","IO77XM"
"B/GM-0385","Airbattle HQ - Drem","WW2 Airbattle HQ","East Lothian","56.016919","-2.809547","NT 4963 8074","NT48","EH39 5AE","IO86OA"
"B/GM-0386","Airbattle HQ - Dumfries","WW2 Airbattle HQ","Dumfries and Galloway","55.102123","-3.583701","NX 9905 7978","NX97","DG1 1XA","IO85EC"
"B/GM-0387","Airbattle HQ - East Fortune","WW2 Airbattle HQ","East Lothian","55.996555","-2.732646","NT 5440 7842","NT57","EH39 5LE","IO85PX"
"B/GM-0388","Airbattle HQ - Fearn","WW2 Airbattle HQ","Highland","57.761589","-3.934995","NH 8497 7630","NH87","IV20 1XW","IO87AS"
"B/GM-0389","Airbattle HQ - Findo Gask","WW2 Airbattle HQ","Perth and Kinross","56.369528","-3.613542","NO 0043 2086","NO02","PH1 1QS","IO86EI"
"B/GM-0390","Airbattle HQ - Fraserburgh","WW2 Airbattle HQ","Aberdeenshire","57.670727","-1.956233","NK 0271 6454","NK06","AB43 8TQ","IO97AQ"
"B/GM-0391","Airbattle HQ - Inverness","WW2 Airbattle HQ","Highland","57.486584","-4.218063","NH 6713 4621","NH64","IV1 1SF","IO77VL"
"B/GM-0392","Airbattle HQ - Kinloss","WW2 Airbattle HQ","Moray","57.646149","-3.549664","NJ 0760 6286","NJ06","IV36 3UJ","IO87FP"
"B/GM-0393","Airbattle HQ - Kinnel","WW2 Airbattle HQ","Angus","56.652634","-2.645672","NO 6051 5139","NO65","DD11 4UB","IO86QP"
"B/GM-0394","Airbattle HQ - Lossiemouth","WW2 Airbattle HQ","Moray","57.716198","-3.304713","NJ 2237 7035","NJ27","IV31 6TE","IO87IR"
"B/GM-0395","Airbattle HQ - Milltown","WW2 Airbattle HQ","Moray","57.664533","-3.234298","NJ 2646 6452","NJ26","IV30 8NE","IO87JP"
"B/GM-0396","Airbattle HQ - Montrose(1)","WW2 Airbattle HQ","Angus","56.727452","-2.44464","NO 7289 5962","NO75","DD10 9XA","IO86SR"
"B/GM-0397","Airbattle HQ - Montrose(2)","WW2 Airbattle HQ","Angus","56.730462","-2.45677","NO 7215 5996","NO75","DD10 9XA","IO86SR"
"B/GM-0398","Airbattle HQ - Perth","WW2 Airbattle HQ","Perth and Kinross","56.440726","-3.363679","NO 1602 2845","NO12","PH2 6NR","IO86HK"
"B/GM-0399","Airbattle HQ - Peterhead(1)","WW2 Airbattle HQ","Aberdeenshire","57.512935","-1.867456","NK 0804 4698","NK04","AB42 3LB","IO97BM"
"B/GM-0400","Airbattle HQ - Peterhead(2)","WW2 Airbattle HQ","Aberdeenshire","57.506746","-1.876324","NK 0751 4629","NK04","AB42 3LD","IO97BM"
"B/GM-0401","Airbattle HQ - Port Ellen","WW2 Airbattle HQ","Argyll and Bute","55.688053","-6.246903","NR 3318 5202","NR35","PA42 7AS","IO65VQ"
"B/GM-0402","Airbattle HQ - Scatsta","WW2 Airbattle HQ","Shetland Islands","60.429933","-1.289967","HU 3919 7200","HU37","ZE2 9UP","IP90IK"
"B/GM-0403","Airbattle HQ - Skeabrae","WW2 Airbattle HQ","Orkney Islands","59.071405","-3.272567","HY 2714 2119","HY22","KW17 2JQ","IO89IB"
"B/GM-0404","Airbattle HQ - Sumburgh","WW2 Airbattle HQ","Shetland Islands","59.876701","-1.301614","HU 3920 1038","HU31","ZE3 9JP","IO99IV"
"B/GM-0405","Airbattle HQ - Tain","WW2 Airbattle HQ","Highland","57.802905","-3.964976","NH 8332 8095","NH88","IV20 1RT","IO87AT"
"B/GM-0406","Airbattle HQ - Tealing","WW2 Airbattle HQ","Angus","56.525966","-2.963749","NO 4081 3752","NO43","DD4 0RD","IO86MM"
"B/GM-0407","Airbattle HQ - Wick","WW2 Airbattle HQ","Highland","58.461128","-3.093954","ND 3627 5306","ND35","KW1 4QR","IO88KL"
"B/GM-0408","Airbattle HQ - Winfield","WW2 Airbattle HQ","Scottish Borders","55.747935","-2.171858","NT 8931 5052","NT85","TD15 1XH","IO85VR"
"B/GM-0409","BBC Bunker - Westerglen","Utility Bunker","Falkirk","55.974443","-3.818091","NS 8663 7720","NS87","FK1 3AG","IO85CX"
"B/GM-0410","WW2 Starfish Bunker - Auchenreoch Muir","WW2","East Dunbartonshire","55.9675","-4.5319432","NS 4207 7784","NS47","G82 3PY","IO75RW"
"B/GM-0411","WW2 Starfish Bunker - Jaw Reservoir","WW2","East Dunbartonshire","55.950556","-4.4025","NS 5008 7567","NS57","G81 5QP","IO75TW"
"B/GU-0001","Guernsey Civil Defence HQ","Civil Defence","Guernsey","49.447067","-2.556523","WV 3214 5772","WV37","GU","IN89RK"
"B/GU-0002","St Martin Monitoring Post","Monitoring Post","Guernsey","49.428205","-2.534543","WV 3375 1751","WV37","GU","IN89RK"
"B/GU-0003","Torteval Monitoring Post","Monitoring Post","Guernsey","49.432611","-2.657925","WV 2480 2756","WV27","GU","IN89QK"
"B/GU-0004","Vale Monitoring Post","Monitoring Post","Guernsey","49.493842","-2.520698","WV 3470 9824","WV38","GU","IN89RL"
"B/GU-0005","Alderney Civil Defence HQ & Monitoring Post","Civil Defence","Alderney","49.715102","-2.190527","WA 5835 4072","WA50","GU","IN89VR"
"B/GW-0001","ROC Post Llanfaethlu Master Post","ROC Bunker","Gwynedd","53.352214","-4.538623","SH 3113 8693","SH38","LL65 4NU","IO73RI"
"B/GW-0002","ROC Post Rhosneigr","ROC Bunker","Gwynedd","53.233687","-4.514217","SH 3229 7369","SH37","LL64 5QX","IO73RF"
"B/GW-0003","ROC Post Newborough","ROC Bunker","Gwynedd","53.161443","-4.367272","SH 4183 6532","SH46","LL61 6SG","IO73TD"
"B/GW-0004","ROC Post Amlwch","ROC Bunker","Gwynedd","53.412184","-4.349881","SH 4391 9317","SH49","LL68 9AP","IO73TJ"
"B/GW-0005","ROC Post Llangefni","ROC Bunker","Gwynedd","53.263688","-4.316086","SH 4562 7658","SH47","LL77 7TQ","IO73UG"
"B/GW-0006","ROC Post Marianglas Master Post","ROC Bunker","Gwynedd","53.33118","-4.251856","SH 5014 8395","SH58","LL73 8NY","IO73UH"
"B/GW-0007","ROC Post Abercrave","ROC Bunker","Powys","51.801401","-3.721838","SN 8137 1282","SN81","SA9 1XG","IO81DT"
"B/GW-0008","ROC Post Abergwesyn","ROC Bunker","Powys","52.164526","-3.669004","SN 8594 5312","SN85","LD5 4TP","IO82DD"
"B/GW-0009","ROC Post Sennybridge","ROC Bunker","Powys","51.945891","-3.568045","SN 9232 2865","SN92","LD3 8RS","IO81FW"
"B/GW-0010","ROC Post Llangammarch Wells","ROC Bunker","Powys","52.116209","-3.566567","SN 9283 4759","SN94","LD4 4BY","IO82FC"
"B/GW-0011","ROC Post Brecon","ROC Bunker","Powys","51.934027","-3.388717","SO 0462 2708","SO02","LD3 8AQ","IO81HW"
"B/GW-0012","ROC Post Builth Wells","ROC Bunker","Powys","52.14492","-3.392347","SO 0482 5054","SO05","LD2 3DQ","IO82HD"
"B/GW-0013","ROC Post Erwood","ROC Bunker","Powys","52.076665","-3.323098","SO 0942 4286","SO04","LD2 3EQ","IO82IB"
"B/GW-0014","ROC Post Talybont-on-Usk","ROC Bunker","Powys","51.898865","-3.294612","SO 1102 2305","SO12","LD3 7UX","IO81IV"
"B/GW-0015","ROC Post Talgarth","ROC Bunker","Powys","51.992837","-3.226246","SO 1590 3342","SO13","LD3 0DR","IO81JX"
"B/GW-0016","ROC Post Brynmawr","ROC Bunker","Gwent","51.805153","-3.185756","SO 1834 1250","SO11","NP23 4TF","IO81JT"
"B/GW-0017","ROC Post Hay-on-Wye","ROC Bunker","Powys","52.081791","-3.133242","SO 2244 4321","SO24","HR3 5RS","IO82KB"
"B/GW-0018","ROC Post Aberdaron","ROC Bunker","Gwynedd","52.804557","-4.720398","SH 1672 2647","SH12","LL53 8BU","IO72PT"
"B/GW-0019","ROC Post Nefyn","ROC Bunker","Gwynedd","52.936373","-4.563166","SH 2784 4074","SH24","LL53 6DA","IO72RW"
"B/GW-0020","ROC Post Abersoch","ROC Bunker","Gwynedd","52.831058","-4.522218","SH 3018 2893","SH32","LL53 7UL","IO72RT"
"B/GW-0021","ROC Post Trefor","ROC Bunker","Gwynedd","52.991615","-4.420106","SH 3766 4655","SH34","LL54 5HN","IO72SX"
"B/GW-0022","ROC Post Chwilog","ROC Bunker","Gwynedd","52.924235","-4.322763","SH 4395 3884","SH43","LL53 6SW","IO72UW"
"B/GW-0023","ROC Post Pen-y-Groes","ROC Bunker","Gwynedd","53.056312","-4.27644","SH 4753 5343","SH45","LL54 6RF","IO73UB"
"B/GW-0024","ROC Post Ceunant","ROC Bunker","Gwynedd","53.124402","-4.19843","SH 5299 6084","SH56","LL55 4SA","IO73VC"
"B/GW-0025","ROC Post Portmadoc","ROC Bunker","Gwynedd","52.913407","-4.143104","SH 5599 3726","SH53","LL49 9UF","IO72WV"
"B/GW-0026","ROC Post Bangor","ROC Bunker","Gwynedd","53.218264","-4.129239","SH 5793 7114","SH57","LL57 1EQ","IO73WF"
"B/GW-0027","ROC Post Beddgelert","ROC Bunker","Gwynedd","53.016601","-4.114224","SH 5827 4868","SH54","LL55 4UU","IO73WA"
"B/GW-0028","ROC Post Llanfairfechan","ROC Bunker","Clwyd","53.248277","-3.984285","SH 6770 7420","SH67","LL33 0ED","IO83AF"
"B/GW-0029","ROC Post Capel Curig","ROC Bunker","Clwyd","53.106409","-3.912908","SH 7204 5829","SH75","LL24 0EN","IO83BC"
"B/GW-0030","ROC Post Tyn-y-Groes","ROC Bunker","Clwyd","53.228857","-3.838659","SH 7736 7178","SH77","LL32 8SZ","IO83BF"
"B/GW-0031","ROC Post Llandudno","ROC Bunker","Clwyd","53.315066","-3.839061","SH 7758 8137","SH78","LL30 2PQ","IO83BH"
"B/GW-0032","ROC Post Penmachno","ROC Bunker","Clwyd","53.03866","-3.801021","SH 7934 5056","SH75","LL24 0AZ","IO83CA"
"B/GW-0033","ROC Post Cardigan","ROC Bunker","Dyfed","52.066427","-4.67791","SN 1654 4428","SN14","SA43 3NP","IO72PB"
"B/GW-0034","ROC Post Aberporth","ROC Bunker","Dyfed","52.124446","-4.59285","SN 2260 5052","SN25","SA43 1RW","IO72QC"
"B/GW-0035","ROC Post Newcastle Emlyn Master Post","ROC Bunker","Dyfed","52.048937","-4.46581","SN 3101 4182","SN34","SA38 9EN","IO72SB"
"B/GW-0036","ROC Post New Quay","ROC Bunker","Dyfed","52.215316","-4.368442","SN 3829 6010","SN36","SA45 9TY","IO72TF"
"B/GW-0037","ROC Post Llandysul","ROC Bunker","Dyfed","52.063337","-4.346383","SN 3925 4315","SN34","SA44 4SN","IO72TB"
"B/GW-0038","ROC Post Llanon","ROC Bunker","Dyfed","52.279294","-4.174672","SN 5174 6680","SN56","SY23 5HX","IO72VG"
"B/GW-0039","ROC Post Lampeter Master Post","ROC Bunker","Dyfed","52.115777","-4.072199","SN 5821 4841","SN54","SA48 7HP","IO72XC"
"B/GW-0040","ROC Post Aberystwyth","ROC Bunker","Dyfed","52.426009","-4.066131","SN 5961 8290","SN58","SY23 3FP","IO72XK"
"B/GW-0041","ROC Post Eglwysfach","ROC Bunker","Dyfed","52.533411","-3.952332","SN 6767 9463","SN69","SY20 8PX","IO82AM"
"B/GW-0042","ROC Post Tregaron","ROC Bunker","Dyfed","52.220561","-3.938284","SN 6769 5981","SN65","SY25 6HR","IO82AF"
"B/GW-0043","ROC Post Trawsgoed Master Post","ROC Bunker","Dyfed","52.332124","-3.939637","SN 6793 7222","SN67","SY23 4BN","IO82AH"
"B/GW-0044","ROC Post Ponterwyd","ROC Bunker","Dyfed","52.42198","-3.836367","SN 7522 8203","SN78","SY23 3LB","IO82BK"
"B/GW-0045","ROC Post Llanboidy","ROC Bunker","Dyfed","51.878703","-4.607594","SN 2061 2323","SN22","SA34 0ET","IO71QV"
"B/GW-0046","ROC Post Laugharne","ROC Bunker","Dyfed","51.761914","-4.46448","SN 3002 0990","SN30","SA33 4TD","IO71SS"
"B/GW-0047","ROC Post Cynwyl Elfed - Convill","ROC Bunker","Dyfed","51.920914","-4.403374","SN 3482 2744","SN32","SA33 6ET","IO71TW"
"B/GW-0048","ROC Post Carmarthen","ROC Bunker","Dyfed","51.867129","-4.309571","SN 4108 2125","SN42","SA31 1TR","IO71UU"
"B/GW-0049","ROC Post Kidwelly Master Post","ROC Bunker","Dyfed","51.733955","-4.295386","SN 4159 0641","SN40","SA17 4LF","IO71UR"
"B/GW-0050","ROC Post Pencader","ROC Bunker","Dyfed","52.010303","-4.257922","SN 4513 3706","SN43","SA39 9BD","IO72UA"
"B/GW-0051","ROC Post Dryslwyn Master Post","ROC Bunker","Dyfed","51.874052","-4.118593","SN 5425 2162","SN52","SA32 8RG","IO71WU"
"B/GW-0052","ROC Post Talley","ROC Bunker","Dyfed","51.975542","-3.986366","SN 6366 3265","SN63","SA19 7YP","IO81AX"
"B/GW-0053","ROC Post Llandovery","ROC Bunker","Dyfed","52.002735","-3.799485","SN 7657 3534","SN73","SA20 0TT","IO82CA"
"B/GW-0054","ROC Post Llanrwst","ROC Bunker","Clwyd","53.145366","-3.783653","SH 8080 6240","SH86","LL26 0NH","IO83CD"
"B/GW-0055","ROC Post Pentrefoelas","ROC Bunker","Clwyd","53.045022","-3.685971","SH 8707 5108","SH85","LL24 0LE","IO83DB"
"B/GW-0056","ROC Post Llysfaen","ROC Bunker","Clwyd","53.281528","-3.668269","SH 8887 7736","SH87","LL29 8SH","IO83DG"
"B/GW-0057","ROC Post Llanfair Talhaiarn","ROC Bunker","Clwyd","53.216143","-3.60492","SH 9293 6999","SH96","LL22 8SQ","IO83EF"
"B/GW-0058","ROC Post Cerrigydrudion","ROC Bunker","Clwyd","53.030789","-3.549264","SH 9620 4929","SH94","LL21 9UB","IO83FA"
"B/GW-0059","ROC Post Nantglyn","ROC Bunker","Clwyd","53.154717","-3.489265","SJ 0051 6299","SJ06","LL16 5PR","IO83GD"
"B/GW-0060","ROC Post Ruthin","ROC Bunker","Clwyd","53.129198","-3.328756","SJ 1119 5994","SJ15","LL15 2TP","IO83ID"
"B/GW-0061","ROC Post Llanrhaeadr-yng-Nghinmeirch","ROC Bunker","Powys","52.825219","-3.290965","SJ 1311 2608","SJ12","SY10 0DJ","IO82IT"
"B/GW-0062","ROC Post Llangollen Master Post","ROC Bunker","Clwyd","52.976512","-3.17007","SJ 2153 4277","SJ24","LL20 8DY","IO82JX"
"B/GW-0063","ROC Post Brymbo","ROC Bunker","Clwyd","53.071225","-3.069051","SJ 2847 5320","SJ25","LL11 5LU","IO83LB"
"B/GW-0064","ROC Post St. Asaph","ROC Bunker","Clwyd","53.264443","-3.470586","SJ 0201 7517","SJ07","LL17 0HY","IO83GG"
"B/GW-0065","ROC Post Prestatyn","ROC Bunker","Clwyd","53.325619","-3.384101","SJ 0791 8186","SJ08","LL18 6EQ","IO83HH"
"B/GW-0066","ROC Post Bodfari","ROC Bunker","Clwyd","53.235246","-3.355263","SJ 0964 7177","SJ07","LL16 4EL","IO83HF"
"B/GW-0067","ROC Post Holywell","ROC Bunker","Clwyd","53.266073","-3.222943","SJ 1853 7504","SJ17","CH8 7RG","IO83JG"
"B/GW-0068","ROC Post Mold","ROC Bunker","Clwyd","53.148933","-3.132885","SJ 2433 6191","SJ26","CH7 4EF","IO83KD"
"B/GW-0069","ROC Post Penyffordd","ROC Bunker","Clwyd","53.152165","-3.034574","SJ 3091 6217","SJ36","CH4 0LN","IO83LD"
"B/GW-0070","ROC Post Overton - Flintshire","ROC Bunker","Clwyd","52.962207","-2.936368","SJ 3720 4094","SJ34","LL13 0EX","IO82MX"
"B/GW-0071","ROC Post Pontardulais","ROC Bunker","Dyfed","51.719879","-4.055201","SN 5813 0435","SN50","SA4 0UB","IO71XR"
"B/GW-0072","ROC Post Clydach","ROC Bunker","West Glamorgan","51.688051","-3.916604","SN 6761 0055","SN60","SA6 5SL","IO81BQ"
"B/GW-0073","ROC Post River Amman","ROC Bunker","Dyfed","51.792106","-3.887952","SN 6989 1207","SN61","SA18 1DT","IO81BT"
"B/GW-0074","ROC Post Resolven","ROC Bunker","West Glamorgan","51.712676","-3.689081","SN 8340 0290","SN80","SA11 4LS","IO81DR"
"B/GW-0075","ROC Post Hirwaun","ROC Bunker","Mid Glamorgan","51.743661","-3.520619","SN 9511 0609","SN90","CF44 9RT","IO81FR"
"B/GW-0076","ROC Post Merthyr Tydfil","ROC Bunker","Mid Glamorgan","51.752961","-3.409377","SO 0281 0697","SO00","CF48 1HZ","IO81HS"
"B/GW-0077","ROC Post Rhossilli","ROC Bunker","West Glamorgan","51.571507","-4.283438","SS 4185 8832","SS48","SA3 1PL","IO71UN"
"B/GW-0078","ROC Post Penmaen","ROC Bunker","West Glamorgan","51.576526","-4.111507","SS 5378 8852","SS58","SA3 2HB","IO71WN"
"B/GW-0079","ROC Post Penclawdd","ROC Bunker","West Glamorgan","51.638114","-4.112199","SS 5393 9537","SS59","SA4 3LA","IO71WP"
"B/GW-0080","ROC Post Fforest Fach","ROC Bunker","West Glamorgan","51.629591","-3.998087","SS 6180 9420","SS69","SA2 0GL","IO81AP"
"B/GW-0081","ROC Post Briton Ferry","ROC Bunker","West Glamorgan","51.631215","-3.826643","SS 7367 9407","SS79","SA11 2JH","IO81CP"
"B/GW-0082","ROC Post Porthcawl","ROC Bunker","Mid Glamorgan","51.483583","-3.718046","SS 8080 7747","SS87","CF36 3TD","IO81DL"
"B/GW-0083","ROC Post Maesteg","ROC Bunker","Mid Glamorgan","51.603652","-3.666691","SS 8467 9074","SS89","CF34 9NG","IO81DO"
"B/GW-0084","ROC Post Pencoed","ROC Bunker","South Glamorgan","51.501561","-3.495399","SS 9630 7913","SS97","CF35 5ED","IO81GM"
"B/GW-0085","ROC Post Llantwit Major","ROC Bunker","South Glamorgan","51.412675","-3.477542","SS 9734 6922","SS96","CF61 2XA","IO81GJ"
"B/GW-0086","ROC Post Mountain Ash","ROC Bunker","Mid Glamorgan","51.661014","-3.368063","ST 0547 9669","ST09","CF45 3YJ","IO81HP"
"B/GW-0087","ROC Post Rhoose","ROC Bunker","South Glamorgan","51.402651","-3.346824","ST 0641 6793","ST06","CF62 3DN","IO81HJ"
"B/GW-0088","ROC Post Pontypridd","ROC Bunker","Mid Glamorgan","51.589673","-3.347874","ST 0672 8873","ST08","CF37 1XG","IO81HO"
"B/GW-0089","ROC Post Pentyrch","ROC Bunker","South Glamorgan","51.533746","-3.299796","ST 0994 8245","ST08","CF15 9QP","IO81IM"
"B/GW-0090","ROC Post Bargoed","ROC Bunker","Gwent","51.685366","-3.248441","ST 1379 9925","ST19","CF81 8QG","IO81JQ"
"B/GW-0091","ROC Post Penarth","ROC Bunker","South Glamorgan","51.414419","-3.172165","ST 1858 6903","ST16","CF64 5FX","IO81JJ"
"B/GW-0092","ROC Post Llanishen","ROC Bunker","Gwent","51.55876","-3.170103","ST 1898 8508","ST18","CF83 3EJ","IO81JN"
"B/GW-0093","ROC Post Llanbedr","ROC Bunker","Gwynedd","52.814013","-4.100221","SH 5855 2612","SH52","LL45 2LP","IO72WT"
"B/GW-0094","ROC Post Tywyn","ROC Bunker","Gwynedd","52.61736","-4.080746","SH 5923 0421","SH50","LL36 9LG","IO72XO"
"B/GW-0095","ROC Post Barmouth","ROC Bunker","Gwynedd","52.742028","-4.072756","SH 6017 1806","SH61","LL42 1AZ","IO72XR"
"B/GW-0096","ROC Post Blaenau Ffestiniog","ROC Bunker","Gwynedd","52.987443","-3.952937","SH 6900 4513","SH64","LL41 3RY","IO82AX"
"B/GW-0097","ROC Post Trawsfynydd","ROC Bunker","Gwynedd","52.903972","-3.916615","SH 7119 3578","SH73","LL41 4TD","IO82BV"
"B/GW-0098","ROC Post Dolgellau","ROC Bunker","Gwynedd","52.749477","-3.885081","SH 7286 1854","SH71","LL40 2YS","IO82BR"
"B/GW-0099","ROC Post Llanuwchllyn","ROC Bunker","Gwynedd","52.850021","-3.666968","SH 8784 2936","SH82","LL23 7DE","IO82DU"
"B/GW-0100","ROC Post Bala","ROC Bunker","Gwynedd","52.909558","-3.613339","SH 9160 3590","SH93","LL23 7YD","IO82EV"
"B/GW-0101","ROC Post Corwen","ROC Bunker","Clwyd","52.996784","-3.414089","SJ 0519 5320","SJ05","LL15 2NH","IO82HX"
"B/GW-0102","ROC Post Aberdovey","ROC Bunker","Gwynedd","52.545792","-4.049631","SN 6111 9619","SN69","LL35 0RB","IO72XN"
"B/GW-0103","ROC Post Pontypool","ROC Bunker","Gwent","51.699951","-3.023397","SO 2937 0063","SO20","NP4 8AG","IO81LQ"
"B/GW-0104","ROC Post Abergavenny","ROC Bunker","Gwent","51.824554","-2.983269","SO 3233 1445","SO31","NP7 8BU","IO81MT"
"B/GW-0105","ROC Post Llantilio Crossenny","ROC Bunker","Gwent","51.82233","-2.865987","SO 4041 1410","SO41","NP7 8TN","IO81NT"
"B/GW-0106","ROC Post Ynysddu","ROC Bunker","Gwent","51.642195","-3.161844","ST 1970 9435","ST19","NP12 2BG","IO81KP"
"B/GW-0107","ROC Post Newport","ROC Bunker","Gwent","51.606394","-3.028512","ST 2887 9023","ST29","NP20 7RW","IO81LO"
"B/GW-0108","ROC Post Usk","ROC Bunker","Gwent","51.687297","-2.8514","ST 4124 9907","ST49","NP15 1NF","IO81NQ"
"B/GW-0109","ROC Post Penhow","ROC Bunker","Gwent","51.609188","-2.847627","ST 4140 9038","ST49","NP26 3AA","IO81NO"
